Member,Cycle,Reporting Date/Period,Response Status,Street Address:,City:,Zip Code:,County:,Agency Name,Location Name:,Square footage of space occupied:,"Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):",Staff Population,"Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?",Non-Staff Population,"Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ",Approximate number of visitors per year:,Contact name:,Phone:,Fax:,Email:,Trash Hauler,Trash Destination,Trash Actual vs Volume,Trash (lbs),Recycling: Single Stream Hauler,Recycling: Single Stream Destination,Recycling: Single Stream Actual vs Volume,Recycling: Single Stream Actual Weight (in Pounds),"Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)",Organics Hauler,Organics Destination,Organics Actual vs Volume,Organics (lbs),Total MSW,Aluminum (scrap other than cans) Hauler/Recycler,Aluminum (scrap other than cans) Actual vs Volume,Aluminum (scrap other than cans) Actual Weight (in Pounds),Anti-freeze Hauler/Recycler,Anti-freeze Actual vs Volume,Anti-freeze Actual Weight (in Pounds),Auto Oil Hauler/Recycler,Auto Oil Actual vs Volume,Auto Oil Actual Weight (in Pounds),Batteries: appliance (rechargeable) Hauler/Recycler,Batteries: appliance (rechargeable) Actual vs Volume,Batteries: appliance (rechargeable) Actual Weight (in Pounds),Batteries: vehicle Hauler/Recycler,Batteries: vehicle Actual vs Volume,Batteries: vehicle Actual Weight (in Pounds),Construction Material Hauler/Recycler,Construction Material Actual vs Volume,Construction Material Actual Weight (in Pounds),"E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)",Fluorescents Hauler/Recycler,Fluorescents Actual vs Volume,Fluorescents Actual Weight (in Pounds),"Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)",Metal (scrap) Hauler/Recycler,Metal (scrap) Actual vs Volume,Metal (scrap) Actual Weight (in Pounds),Paint Hauler/Recycler,Paint Actual vs Volume,Paint Actual Weight (in Pounds),Parts Cleaner Hauler/Recycler,Parts Cleaner Actual vs Volume,Parts Cleaner Actual Weight (in Pounds),Solvent Hauler/Recycler,Solvent Actual vs Volume,Solvent Actual Weight (in Pounds),Textiles Hauler/Recycler,Textiles Actual vs Volume,Textiles Actual Weight (in Pounds),Toner Cartridges Hauler/Recycler,Toner Cartridges Actual vs Volume,Toner Cartridges Actual Weight (in Pounds),Tires Hauler/Recycler,Tires Actual vs Volume,Tires Actual Weight (in Pounds),"Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)",All Other Actual Weight (in Pounds),Specialty Waste (lbs),"Please specify materials included in ""All Other"" weight:",Recycling (lbs),MSW Recycling Rate (%),Total Recycling Rate (%),Waste Per Capita (lbs per staff),Waste Per Capita Including Non-Staff (lbs per staff),"Waste Per Capita (including staff, resident and visitor)",Is your agency location utilizing the state's recycling best practices?,Indicate your agency’s timeline for implementing the new program:,Details:,The State of Minnesota has established a Green Meeting Policy. This can be provided by the Minnesota Department of Administration and the Minnesota Pollution Control Agency. Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?,Indicate your agency's timeline for implementing the Green Meeting Policy:,Details:,State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):
"R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619",July,07/01/2019,completed,3920 US Hwy 2,Bemidji,56601,,Department of Transportation,D2 BEMIDJI HQS,,,OFFICE/TRUCK STATION,130,No,0,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,WASTE MGMT,BEMIDJI WASTE MGMT,Weight converted from volume,8400,,,,,WASTE MGMT,BEMIDJI WASTE MGMT,Actual weight,22,WASTE MGMT,BEMIDJI WASTE MGMT,Actual weight,1950,,,,,10372,,,,,,,,,,,,,Vendor,,,,,,,,,Green Lights,,,,,,Lyle's Salvage,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,19.01,19.01,79.78,79.78,79.78,Yes,,,,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619",August,08/01/2019,completed,3920 US Hwy 2,Bemidji,56601,,Department of Transportation,D2 BEMIDJI HQS,,,OFFICE/TRUCK STATION,130,No,0,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,WASTE MGMT,BEMIDJI WASTE MGMT,Weight converted from volume,8400,,,,,WASTE MGMT,BEMIDJI WASTE MGMT,Actual weight,20,WASTE MGMT,BEMIDJI WASTE MGMT,Actual weight,1950,,,,,10370,,,,,,,,,,,,,Vendor,Weight converted from volume,40,,,,,,,Green Lights,,,,,,Lyle's Salvage,,,,,,,,,,,,,,,,,,,,,,,,,40,,1970,19,19.31,80.08,80.08,80.08,Yes,,,,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619",September,09/01/2019,completed,3920 US Hwy 2,Bemidji,56601,,Department of Transportation,D2 BEMIDJI HQS,,,OFFICE/TRUCK STATION,130,No,0,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,WASTE MGMT,BEMIDJI WASTE MGMT,Weight converted from volume,8400,,,,,WASTE MGMT,BEMIDJI WASTE MGMT,Actual weight,19,WASTE MGMT,BEMIDJI WASTE MGMT,Actual weight,1950,,,,,10369,,,,,,,,,,,,,Vendor,Weight converted from volume,120,,,,,,,Green Lights,,,,,,Lyle's Salvage,,,,,,,,,,,,,,,,,,,,,,,,,120,,1969,18.99,19.92,80.68,80.68,80.68,Yes,,,,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",January,01/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,Actual weight,12,MNDOT,Polk County Transfer Station,Actual weight,160,,,,,5772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,2.98,2.98,213.78,213.78,213.78,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",February,02/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,,,MNDOT,Polk County Transfer Station,,,,,,,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.41,207.41,207.41,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",March,03/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,,,MNDOT,Polk County Transfer Station,,,,,,,5600,,,,,,,,,,,,,Vendor,Weight converted from volume,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,0.71,208.89,208.89,208.89,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",April,04/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,Actual weight,10,MNDOT,Polk County Transfer Station,Actual weight,160,,,,,5770,,,,,,,,,,,,,Vendor,Weight converted from volume,40,,,,,,,,,,,,,Simmons Salvage,Actual weight,17800,,,,,,,,,,,,,,,,,,,,,,,17840,,170,2.95,76.28,874.44,874.44,874.44,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",May,05/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,Actual weight,12,MNDOT,Polk County Transfer Station,Actual weight,2040,,,,,7652,,,,,,,,,,,,,Vendor,Weight converted from volume,40,,,,,,,,,,,,,Simmons Salvage,,,,,,,,,,,,,,,,,,Polk County Transfer Station,Actual weight,220,,,,,260,,2052,26.82,29.22,293.04,293.04,293.04,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",June,06/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,,,MNDOT,Polk County Transfer Station,Actual weight,1300,,,,,6900,,,,,,,,,,,,,Vendor,,,,,,,,,,,,,,,Simmons Salvage,Actual weight,14520,,,,,,,,,,,,,,,,Polk County Transfer Station,,,,,,,14520,,1300,18.84,73.86,793.33,793.33,793.33,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",July,07/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,Actual weight,5,MNDOT,Polk County Transfer Station,Actual weight,1305,,,,,6910,,,,,,,,,,,,,Vendor,Weight converted from volume,80,,,,,,,,,,,,,Simmons Salvage,,,,,,,,,,,,,,,,,,Polk County Transfer Station,Weight converted from volume,1078,,,,,1158,,1310,18.96,30.59,298.81,298.81,298.81,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",August,08/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,Actual weight,10,MNDOT,Polk County Transfer Station,Actual weight,755,,,,,6365,,,,,,,,,,,,,Vendor,,,,,,,,,,,,,,,Simmons Salvage,Actual weight,14720,,,,,,,,,,,,,,,,Polk County Transfer Station,,,,,,,14720,,765,12.02,73.44,780.93,780.93,780.93,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716",September,09/01/2019,completed,1320 Sunflower St,Crookston,56716,Polk,Department of Transportation,Crookston HQ,,,,27,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Regional Sanitation,Polk County Transfer Station,Weight converted from volume,5600,,,,,MNDOT,Polk County Transfer Station,Actual weight,5,MNDOT,Polk County Transfer Station,Actual weight,1115,,,,,6720,,,,,,,,,,,,,Vendor,Weight converted from volume,2120,,,,,,,,,,,,,Simmons Salvage,,,,,,,,,,,,,,,,,,Polk County Transfer Station,,,,,,,2120,,1120,16.67,36.65,327.41,327.41,327.41,Yes,,,Yes,,,"Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies "
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",January,01/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,350,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",February,02/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,350,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",March,03/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,350,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",April,04/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,350,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",May,05/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,350,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",June,06/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,350,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",July,07/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,Actual weight,62,,,Actual weight,18,,,,,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Actual weight,356,,,,,356,,80,7.08,29.34,495.33,495.33,495.33,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",August,08/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,Actual weight,8,,,Actual weight,3,,,,,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Actual weight,50,,,,,50,,11,1.04,5.49,370.33,370.33,370.33,Yes,,,Yes,,,
"R2: Deer River Truck Station - 44703 Chase Lake Road Deer River, MN 56636",September,09/01/2019,completed,44703 Chase Lake Rd,Deer River,56636,Itasca,Department of Transportation,Deer River TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,Cohasset Waste Management,Weight converted from volume,1050,,,,,,,Actual weight,12,,,Actual weight,3,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1.41,1.41,355,355,355,Yes,,,Yes,,,
D2: East Grand Forks Truck Station,January,01/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
D2: East Grand Forks Truck Station,February,02/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
D2: East Grand Forks Truck Station,March,03/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
D2: East Grand Forks Truck Station,April,04/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
D2: East Grand Forks Truck Station,May,05/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
D2: East Grand Forks Truck Station,June,06/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,Actual weight,20,,,,,,,,,1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Actual weight,1100,,,,,,,,,,,,,,,,MNDOT,Weight converted from volume,525,,,,,1625,,20,1.41,54.02,609,609,609,Yes,,,,,,
D2: East Grand Forks Truck Station,July,07/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
D2: East Grand Forks Truck Station,August,08/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
D2: East Grand Forks Truck Station,September,09/01/2019,completed,2512 10th St NE,East Grand Forks,56721,Polk,Department of Transportation,East Grand Forks TS,,,"Shop, office",5,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Waste Management,"Grand Forks, ND Landfill",Weight converted from volume,1400,,,,,MNDOT,,,,,,,,,,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,280,280,280,Yes,,,,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",January,01/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",February,02/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",March,03/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",April,04/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",May,05/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",June,06/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,5,MNDOT,,Actual weight,30,,,,,1435,,,,,,,,,,,,,,,,MNDOT,Actual weight,75,,,,,,,,,,MNDOT,Actual weight,25,,,,,,,,,,,,,,,,MNDOT,Weight converted from volume,210,MNDOT,Actual weight,50,,360,,35,2.44,22.01,299.17,299.17,299.17,Yes,,,Yes,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",July,07/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Erskine Truck Station - 34659 Highway 59 SE Erskine, MN 56535",August,08/01/2019,completed,34659 US Hwy 59,Erskine,56535,Polk,Department of Transportation,Erskine TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Bacon Day,Polk County Incinerator,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
