"","Member","Cycle","Reporting Date/Period","Response Status","Street Address:","City:","Zip Code:","County:","Agency Name","Location Name:","Square footage of space occupied:","Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):","Total Staff:","Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?","Non-Staff Population","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation?","Approximate number of visitors per year:","Contact name:","Phone:","Fax:","Email:","Trash Hauler","Trash Destination","Trash Actual vs Volume","Trash (lbs)","Recycling: Single Stream Hauler","Recycling: Single Stream Destination","Recycling: Single Stream Actual vs Volume","Recycling: Single Stream Actual Weight (in Pounds)","Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)","Organics Hauler","Organics Destination","Organics Actual vs Volume","Organics (lbs)","Total MSW","Aluminum (scrap other than cans) Hauler/Recycler","Aluminum (scrap other than cans) Actual vs Volume","Aluminum (scrap other than cans) Actual Weight (in Pounds)","Anti-freeze Hauler/Recycler","Anti-freeze Actual vs Volume","Anti-freeze Actual Weight (in Pounds)","Auto Oil Hauler/Recycler","Auto Oil Actual vs Volume","Auto Oil Actual Weight (in Pounds)","Batteries: appliance (rechargeable) Hauler/Recycler","Batteries: appliance (rechargeable) Actual vs Volume","Batteries: appliance (rechargeable) Actual Weight (in Pounds)","Batteries: vehicle Hauler/Recycler","Batteries: vehicle Actual vs Volume","Batteries: vehicle Actual Weight (in Pounds)","Construction Material Hauler/Recycler","Construction Material Actual vs Volume","Construction Material Actual Weight (in Pounds)","E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)","Fluorescents Hauler/Recycler","Fluorescents Actual vs Volume","Fluorescents Actual Weight (in Pounds)","Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)","Metal (scrap) Hauler/Recycler","Metal (scrap) Actual vs Volume","Metal (scrap) Actual Weight (in Pounds)","Paint Hauler/Recycler","Paint Actual vs Volume","Paint Actual Weight (in Pounds)","Parts Cleaner Hauler/Recycler","Parts Cleaner Actual vs Volume","Parts Cleaner Actual Weight (in Pounds)","Solvent Hauler/Recycler","Solvent Actual vs Volume","Solvent Actual Weight (in Pounds)","Textiles Hauler/Recycler","Textiles Actual vs Volume","Textiles Actual Weight (in Pounds)","Toner Cartridges Hauler/Recycler","Toner Cartridges Actual vs Volume","Toner Cartridges Actual Weight (in Pounds)","Tires Hauler/Recycler","Tires Actual vs Volume","Tires Actual Weight (in Pounds)","Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)","All Other Actual Weight (in Pounds)","Specialty Waste (lbs)","Please specify materials included in ""All Other"" weight:","Recycling (lbs)","MSW Recycling Rate (%)","Total Recycling Rate (%)","Waste Per Capita (lbs per staff)","Waste Per Capita Including Non-Staff (lbs per staff)","Waste Per Capita (including staff, resident and visitor)","Is your agency location utilizing the state's recycling best practices?","Indicate your agency<U+0092>s timeline for implementing the new program:","Details:","Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?","Indicate your agency's timeline for implementing the Green Meeting Policy:","Details:_1","State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):","Address","Site ID","From Date","To Date","Facility ID","Total Population","Office supply reuse center","Indicate your agency<U+0092>s timeline for implementing the new program:","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ","Staff Population"
"29","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","February","02/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","8","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","2580","","","","","10988","","","","","","","","","","","","","Vendor","Weight converted from volume","159","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","159","","2588","23.55","24.64","85.75","85.75","85.75","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","2/1/2019","2/28/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"30","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","March","03/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","12","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","2400","","","","","10812","","","","","","","","","","","","","Vendor","","","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","","","2412","22.31","22.31","83.17","83.17","83.17","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","3/1/2019","3/31/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"31","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","April","04/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","11","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","2220","","","","","10631","","","","","","","","","","","","","Vendor","Weight converted from volume","80","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","80","","2231","20.99","21.58","82.39","82.39","82.39","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","4/1/2019","4/30/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"32","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","May","05/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","11","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","2400","","","","","10811","","","","","","","","","","","","","Vendor","Weight converted from volume","40","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","40","","2411","22.3","22.59","83.47","83.47","83.47","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","5/1/2019","5/31/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"33","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","June","06/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","19","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","1925","","","","","10344","","","","","","","","","","","","","Vendor","Weight converted from volume","80","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","80","","1944","18.79","19.42","80.18","80.18","80.18","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","6/1/2019","6/30/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"34","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","July","07/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","22","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","1950","","","","","10372","","","","","","","","","","","","","Vendor","","","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","","","1972","19.01","19.01","79.78","79.78","79.78","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","7/1/2019","7/31/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"35","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","August","08/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","20","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","1950","","","","","10370","","","","","","","","","","","","","Vendor","Weight converted from volume","40","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","40","","1970","19","19.31","80.08","80.08","80.08","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","8/1/2019","8/31/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"36","R2: Bemidji Headquarters - 3920 Highway 2 W Bemidji, MN 56619","September","09/01/2019","completed","3920 US Hwy 2","Bemidji","56601","","DOT","D2 BEMIDJI HQS","","","OFFICE/TRUCK STATION","130","No","0","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","WASTE MGMT","BEMIDJI WASTE MGMT","Weight converted from volume","8400","","","","","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","19","WASTE MGMT","BEMIDJI WASTE MGMT","Actual weight","1950","","","","","10369","","","","","","","","","","","","","Vendor","Weight converted from volume","120","","","","","","","Green Lights","","","","","","Lyle's Salvage","","","","","","","","","","","","","","","","","","","","","","","","","120","","1969","18.99","19.92","80.68","80.68","80.68","Yes","","","","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","3920 hwy hwy 2, bemidji","11809","9/1/2019","9/30/2019","11809","130","Is your agency location utilizing the state's recycling best practices?","","Yes","130"
"37","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","January","01/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","Actual weight","12","MNDOT","Polk County Transfer Station","Actual weight","160","","","","","5772","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172","2.98","2.98","213.78","213.78","213.78","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","1/1/2019","1/31/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
"38","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","February","02/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","","","MNDOT","Polk County Transfer Station","","","","","","","5600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207.41","207.41","207.41","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","2/1/2019","2/28/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
"39","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","March","03/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","","","MNDOT","Polk County Transfer Station","","","","","","","5600","","","","","","","","","","","","","Vendor","Weight converted from volume","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","0.71","208.89","208.89","208.89","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","3/1/2019","3/31/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
"40","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","April","04/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","Actual weight","10","MNDOT","Polk County Transfer Station","Actual weight","160","","","","","5770","","","","","","","","","","","","","Vendor","Weight converted from volume","40","","","","","","","","","","","","","Simmons Salvage","Actual weight","17800","","","","","","","","","","","","","","","","","","","","","","","17840","","170","2.95","76.28","874.44","874.44","874.44","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","4/1/2019","4/30/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
"41","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","May","05/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","Actual weight","12","MNDOT","Polk County Transfer Station","Actual weight","2040","","","","","7652","","","","","","","","","","","","","Vendor","Weight converted from volume","40","","","","","","","","","","","","","Simmons Salvage","","","","","","","","","","","","","","","","","","Polk County Transfer Station","Actual weight","220","","","","","260","","2052","26.82","29.22","293.04","293.04","293.04","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","5/1/2019","5/31/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
"42","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","June","06/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","","","MNDOT","Polk County Transfer Station","Actual weight","1300","","","","","6900","","","","","","","","","","","","","Vendor","","","","","","","","","","","","","","","Simmons Salvage","Actual weight","14520","","","","","","","","","","","","","","","","Polk County Transfer Station","","","","","","","14520","","1300","18.84","73.86","793.33","793.33","793.33","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","6/1/2019","6/30/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
"43","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","July","07/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","Actual weight","5","MNDOT","Polk County Transfer Station","Actual weight","1305","","","","","6910","","","","","","","","","","","","","Vendor","Weight converted from volume","80","","","","","","","","","","","","","Simmons Salvage","","","","","","","","","","","","","","","","","","Polk County Transfer Station","Weight converted from volume","1078","","","","","1158","","1310","18.96","30.59","298.81","298.81","298.81","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","7/1/2019","7/31/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
"44","R2: Crookston Maintenance Headquarters - 1320 Sunflower Crookston, MN 56716","August","08/01/2019","completed","1320 Sunflower St","Crookston","56716","Polk","DOT","Crookston HQ","","","","27","No","","Yes","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","Regional Sanitation","Polk County Transfer Station","Weight converted from volume","5600","","","","","MNDOT","Polk County Transfer Station","Actual weight","10","MNDOT","Polk County Transfer Station","Actual weight","755","","","","","6365","","","","","","","","","","","","","Vendor","","","","","","","","","","","","","","","Simmons Salvage","Actual weight","14720","","","","","","","","","","","","","","","","Polk County Transfer Station","","","","","","","14720","","765","12.02","73.44","780.93","780.93","780.93","Yes","","","Yes","","","Refillable water stations (plumbed in)
 Default to double-sided (duplex) printing
Partner with State Surplus for redistributing unneeded supplies","1320 sunflower st, crookston","11810","8/1/2019","8/31/2019","11810","","Is your agency location utilizing the state's recycling best practices?","","Yes","27"
